Select a state/territory:,Select a county:,How dry or wet is it?,How much experience do you have with conditions there?,How many times in the past have you seen it like this?,Other,When was it like this in the past?,When was it most recently like this?,How localized or widespread are the conditions you are reporting?,How are crop conditions at this time?,Planting Status,Harvest Status,How are range conditions at this time?,Generator issues,Other,Description and/or caption information,photo_exists,Form Version,What is the date?,Crop production,Other crop production impact,Livestock production,Other,Municipal water supply,Other,Community hydropower,Public and community health,Other,Household,Other,Recreation or tourism,Other,Report other business or industry impact,Other,Fire,Fire - Other,Forestry,Forestry - Other,Wildlife habitat,Wildlife habitat - Other,Freshwater fish,Freshwater fish - Other,Spawning fish,Spawning fish - Other,Display Name,Conditions are normal or wet,x,y
Alabama,Dallas,Moderately Dry,20 or more years,Twice or more,,,,All across the state ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,more_fire_risk,,,,"less_food,less_water",,,,,,,,-87.25853311341889,32.311184545291624
Alabama,Dallas,Severely Dry,20 or more years,Twice or more,,,2019,Widespread ,very_poor,later_than_normal,normal,null,,,"We have been experiencing drought conditions since July. At this point in the year, we are 8 inches behind in rainfall. We had a complete loss on single crop soybeans and significant yield loss in cotton (the two photos submitted). We also experienced yield loss in peanuts and sorghum as well. We are extremely dry and needing rain before we can plant our winter wheat crop in a couple weeks.
",1,CMOR 2022 NDMC,11/7/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,,,,,,,,"reduced_outdoor_water_use,dry_lawn,increased_power_bill",,,,,,"more_fire_risk,burn_or_fireworks_bans",,,,"less_food,less_water,invasive_plant_or_animal_species,wildlife_foraging_near_people,change_in_wetland_bog_swamp_muskeg",,,,,,,,-87.19466726916467,32.309496067806826
Alabama,Washington,Severely Dry,20 or more years,Never,,,,County wide,very_poor,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"less_water_for_irrigation,reduced_yield,increased_irrigation,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,hauled_water,sold_livestock",,"water_quality_issues,hauling_water",,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less,stress",,"increased_lawn_landscape_watering,dry_lawn,increased_power_bill",,"less_appealing_landscape,hunting_or_fishing_reduced",,,,"more_fires_than_usual,more_intense_fires,more_fire_risk,smoke_from_distant_fire,burn_or_fireworks_bans",,,,"less_food,less_water,change_in_animal_migration,water_quality_reduced",,"less_water,reduced_streamflow,warmer_water_temperatures,water_quality_change",,,,Gunn,,-88.39849702106402,31.67234289906336
Alabama,Hale,Severely Dry,10-20 years,Once,,2015,,Widespread. Covering west and central Alabama.,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Wheeler,,-87.52914443579904,32.48679548721271
Alabama,Cullman,Severely Dry,20 or more years,Once,,2007,,North Central Alabama and West ,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,hauled_water",,"hauling_water,water_rate_change",,,air_quality_dust_pollen,,"increased_lawn_landscape_watering,dry_lawn",,less_appealing_landscape,,,,"more_fires_than_usual,burn_or_fireworks_bans",,"change_in_timing_of_plant_growth,leaves_discolored_shriveled_burnt,leaf_drop_or_sparse_canopy,dead_trees,fewer_saplings_or_reduced_survival",,"less_food,less_water,water_quality_reduced,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow,water_quality_change",,,,Twisted oak farm ,,-87.01132169999852,34.017241699999424
Alabama,Bibb,Severely Dry,20 or more years,Never,,,,The entire state of Alabama,very_poor,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Pond very low, grass in pasture not sufficient, had to buy hay and supplemental grain earlier than normal.  Therefore it will cost us more to sustain the cattle this year.  
Poor air quality.  Trees and foilage dying.  Burn band in place for last several weeks due extremely dry conditions.   ",0,CMOR 2022 NDMC,11/7/2023,"less_water_for_irrigation,reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,animal_stress,less_water_in_ponds_creeks_etc",,,,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less",,"reduced_outdoor_water_use,reduced_indoor_water_use,dry_lawn",,,,,,"more_fire_risk,burn_or_fireworks_bans",,"leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy",,"less_food,less_water",,"less_water,reduced_streamflow,warmer_water_temperatures",,,,Richard,,-87.10578791419161,32.979552972585545
Alabama,Jackson,Severely Dry,20 or more years,Never,,,,Widespread ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,air_quality_dust_pollen,,dry_lawn,,,,,,burn_or_fireworks_bans,,,,,,"less_water,reduced_streamflow",,,,LB3farms,,-86.09637750482246,34.86344473714184
Alabama,Bibb,Severely Dry,10-20 years,Never,,,,Our whole county.  I believe the entire state and beyond.,,,,null,,,Too early for my lawn to be so brown.  Leaves skipped the pretty fall colors.  They just turned brown and dropped early.  No burning allowed due to risk of spreading so quickly.  Overly dry.  The creek that runs behind my home is barely flowing.  We can no longer kayak in it because the water level is so low.  I can actually walk across it on dry land in places.  ,0,CMOR 2022 NDMC,11/7/2023,,,,,voluntary_conservation,,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less,stress",,"reduced_outdoor_water_use,reduced_indoor_water_use,dry_lawn,change_landscaping",,"reduced_boating_rafting,less_appealing_landscape",,,,"more_fire_risk,burn_or_fireworks_bans",,"leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy,needle_drop_or_sparse_canopy,change_in_fruit_nut_berry_production",,"less_food,less_water",,"less_water,reduced_streamflow,warmer_water_temperatures",,,,Sonya,,-86.95832006641923,32.973493193388336
Alabama,DeKalb,Moderately Dry,5-10 years,Once,,,,Localized across the county,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,more_invasive_species_plants,less_water_in_ponds_creeks_etc",,,,,air_quality_dust_pollen,,dry_lawn,,,,,,"more_fire_risk,burn_or_fireworks_bans",,leaves_discolored_shriveled_burnt,,,,,,,,,,-85.98568097035637,34.41729813841714
Alabama,Lauderdale,Severely Dry,20 or more years,Never,,,,All north Alabama has had very little rain fall in the past couple months,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock,erosion",,,,,"air_quality_dust_pollen,more_vector_borne_disease,garden_needs_more_water_or_yields_less",,"dry_lawn,cracked_foundation",,,,,,"more_fires_than_usual,more_fire_risk,burn_or_fireworks_bans",,"leaves_discolored_shriveled_burnt,leaf_drop_or_sparse_canopy",,"less_food,less_water",,"less_water,reduced_streamflow",,low_streamflow,,Farmlife,,-87.36188356869292,34.86649070096736
Alabama,Marshall,Moderately Dry,20 or more years,Twice or more,,,2014,Pretty much the whole county is effected. ,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,Our grass is totally burned up to nothing but dried powder. We have been feeding hay for the last 2 weee,1,CMOR 2022 NDMC,11/7/2023,"plant_stress,added_well_dam_pipe_etc,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,less_water_in_ponds_creeks_etc",,water_quality_issues,,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less",,"dry_lawn,increased_power_bill",,"less_appealing_landscape,hunting_or_fishing_reduced",,,,"more_fires_than_usual,more_intense_fires,more_fire_risk,property_damage,smoke_from_distant_fire,burn_or_fireworks_bans",,"change_in_timing_of_plant_growth,no_new_season_growth_no_new_buds,leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy,needle_drop_or_sparse_canopy,dead_trees,reduced_diameter_growth_compressed_rings,more_pests_diseases",,"less_water,wildlife_disease_or_mortality,change_in_animal_migration",,"less_water,reduced_streamflow,warmer_water_temperatures",,"low_streamflow,higher_water_temperature",,L & L Farms,,-86.16470958409083,34.26311340383205
Alabama,Lauderdale,Severely Dry,20 or more years,Twice or more,,,2022,Widespread ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,Lyn,,-87.78303027009619,34.87225346736748
Alabama,,Moderately Dry,20 or more years,Other,If I remember correctly it was sometime in the Mid 90's. We had to feed hay in July and August.,,,Most all of Hale County and Marengo County that I have land on. A lot of the surrounding counties are also just as dry. Even my winter forage I've planted is at risk of not coming up.,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Littlerockfarm77,,-87.604659320023,32.569118249801335
Alabama,Perry,Severely Dry,20 or more years,Twice or more,,,2019,Statewide ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,"more_fires_than_usual,more_intense_fires,more_fire_risk,property_damage,burn_or_fireworks_bans",,,,,,,,,,,,-87.41579311945509,32.7956779133884
Alabama,DeKalb,Severely Dry,20 or more years,Once,,2016,,Very dry all over Dekalb county ,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,no,,,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,less_water_in_ponds_creeks_etc,other","No moisture in ground at all, grass has no value having to supplement cattle ","reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,"low_or_dry_well,water_quality_issues",,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less",,"reduced_outdoor_water_use,dry_lawn",,,,,,more_fire_risk,,"no_new_season_growth_no_new_buds,leaves_discolored_shriveled_burnt,dead_trees",,"less_food,less_water,water_quality_reduced",,"less_food,less_water,reduced_streamflow,water_quality_change,fish_disease_or_mortality",,"low_streamflow,fish_mortality",,,,-85.88430998189577,34.494990987933704
Alabama,Morgan,Severely Dry,20 or more years,Twice or more,,,2016,,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-86.73024321722255,34.42930684924756
Alabama,Bullock,Moderately Dry,10-20 years,Twice or more,,,2018,Regional,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,Magiccow,,-85.71594984199997,32.100447279000036
Alabama,Henry,Severely Dry,20 or more years,Twice or more,,,2019,Widespread,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.3296966373268,31.45507821682838
Alabama,Lawrence,Severely Dry,20 or more years,Never,,,,Wide spread ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,CPG Flatrock ,,-87.3133675479985,34.51482431099946
Alabama,Fayette,Moderately Dry,less than 5 years,Twice or more,,,2022,,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-87.60808001688453,33.68368175864226
Alabama,Jackson,Severely Dry,20 or more years,Once,,,,,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.99831675399997,34.78417191800003
Alabama,Morgan,Moderately Dry,5-10 years,Twice or more,,,2019,All of Morgan county is experiencing same conditions ,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,less_water_in_ponds_creeks_etc",,,,,,,dry_lawn,,,,,,"more_fire_risk,burn_or_fireworks_bans",,,,,,,,,,BTF,,-86.79938999999996,34.471150000000065
Alabama,Wilcox,Severely Dry,20 or more years,Never,,,,Widespread,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,No grass,0,CMOR 2022 NDMC,11/7/2023,reduced_yield,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,"more_fires_than_usual,more_fire_risk,burn_or_fireworks_bans",,"dead_branch_tips_and_or_dead_top,excessive_cone_production,dead_trees,more_pests_diseases",,"less_food,less_water,wildlife_foraging_near_people,water_quality_reduced",,,,,,Phil Hardee,,-87.21308125265924,31.692124873280335
Alabama,Marion,Severely Dry,less than 5 years,Once,,2016,,My county and all surrounding,very_poor,later_than_normal,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Had to feed hay a month early, had to purchase additional feed and provide water troughs. ",1,CMOR 2022 NDMC,11/7/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,hauled_water,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,alrancher,,-87.72794797445086,34.299738995870456
Alabama,Marengo,Moderately Dry,20 or more years,Twice or more,,,2016,County wide,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,Had to start feeding hay early. Hay fields did not yield well. Feeding more supplements earlier than normal ,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed",,,,,,,,,,,,,,,,,,,,,,,Wlangley,,-87.93489829963558,32.36314236718768
Alabama,Greene,Severely Dry,20 or more years,Twice or more,,,2006,Every where,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,"reduced_yield,insect_infestation,crop_disease,plant_stress,increased_irrigation,erosion,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,animal_stress,less_water_in_ponds_creeks_etc,erosion",,,,,,,,,hunting_or_fishing_reduced,,,,,,,,,,,,,,,,-87.95669243332163,32.81236782071519
Alabama,Geneva,Severely Dry,5-10 years,Once,,2018,,"Widespread, we have seen virtually no rain since August 23",,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,AMB,,-85.67505219971822,31.171645723795823
Alabama,Clay,Moderately Dry,10-20 years,Twice or more,,,2019,3 mile radius from my location. ,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.74707535289855,33.363962222307755
Alabama,Dallas,Severely Dry,20 or more years,Twice or more,,,2016,Pretty widespread in our area ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/7/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,"more_fires_than_usual,more_fire_risk,burn_or_fireworks_bans",,,,,,,,,,Jeff cogle,,-87.23488864755959,32.42659972804041
Alabama,Limestone,Severely Dry,10-20 years,Twice or more,,,2017,Entire farm,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Odom farm ,,-86.85163298940829,34.951498981076995
Alabama,Jackson,Severely Dry,20 or more years,Once,,2007,,Regional ,,,,null,,,,0,CMOR 2022 NDMC,11/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,D&D ,,-85.64986468814851,34.8349772889217
Alabama,Jackson,Moderately Dry,10-20 years,Once,,,,Widespread,poor,later_than_normal,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,no,,,0,CMOR 2022 NDMC,11/7/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,animal_stress,mortality,less_water_in_ponds_creeks_etc,sold_livestock",,,,,air_quality_dust_pollen,,dry_lawn,,,,,,more_fire_risk,,,,"less_food,change_in_wetland_bog_swamp_muskeg",,,,,,Shane cooper,,-85.71963145875766,34.779613255274626
